timestamp,equipment_id,temperature_c,vibration_mm_s,pressure_bar,rpm,current_amp,coolant_flow_lpm,operating_load_pct,anomaly_label,failure_code
2026-05-22T18:45,EQ-002,76.45,2.635,0,969.8,237.79,63.02,83.87,0,
2026-05-22T19:00,EQ-002,79.2,2.719,0,960.1,259.98,62.91,77.95,0,
2026-05-22T19:15,EQ-002,73.9,3.139,0,919.8,240.83,66.86,66.06,0,
2026-05-22T19:30,EQ-002,71.48,2.84,0,959.5,256.02,69.07,51.33,0,
2026-05-22T19:45,EQ-002,71.67,2.809,0,944.7,260.19,65.89,45.53,0,
2026-05-22T20:00,EQ-002,77.48,2.678,0,975.8,268.71,53.8,80.54,0,
2026-05-22T20:15,EQ-002,78.91,2.692,0,981.1,255.57,67.54,78.58,0,
2026-05-22T20:30,EQ-002,72.17,3.262,0,969.6,269.04,65.76,63.79,0,
2026-05-22T20:45,EQ-002,76.01,2.591,0,959.9,253.87,76.12,65.25,0,
2026-05-22T21:00,EQ-002,73.84,2.534,0,960.2,248.44,66.73,63.07,0,
2026-05-22T21:15,EQ-002,70.94,2.625,0,912.5,253.92,60.95,70.31,0,
2026-05-22T21:30,EQ-002,69.29,2.577,0,974.5,252.77,72.16,58.85,0,
2026-05-22T21:45,EQ-002,75.35,2.91,0,967.4,241.4,54.02,87.23,0,
2026-05-22T22:00,EQ-002,77.77,2.369,0,954.4,271.75,70.16,73.0,0,
2026-05-22T22:15,EQ-002,73.79,2.702,0,964.8,270.67,72.83,77.75,0,
2026-05-22T22:30,EQ-002,76.39,2.916,0,973.3,281.25,67.02,71.52,0,
2026-05-22T22:45,EQ-002,71.94,2.844,0,963.8,258.48,66.7,61.84,0,
2026-05-22T23:00,EQ-002,73.09,2.675,0,995.0,265.32,57.45,51.84,0,
2026-05-22T23:15,EQ-002,73.33,2.756,0,973.3,264.25,60.02,53.27,0,
2026-05-22T23:30,EQ-002,73.94,2.609,0,965.3,256.58,62.5,57.72,0,
2026-05-22T23:45,EQ-002,74.64,2.983,0,946.2,258.74,64.04,94.18,0,
2026-05-23T00:00,EQ-002,70.98,3.031,0,965.2,272.55,64.34,61.22,0,
2026-05-23T00:15,EQ-002,69.58,3.274,0,974.1,270.79,57.31,46.56,0,
2026-05-23T00:30,EQ-002,75.48,2.901,0,946.0,239.21,69.03,65.22,0,
2026-05-23T00:45,EQ-002,72.13,2.76,0,974.4,271.76,66.04,61.81,0,
2026-05-23T01:00,EQ-002,70.64,2.515,0,963.8,279.86,69.87,51.11,0,
2026-05-23T01:15,EQ-002,72.92,2.855,0,952.8,264.06,67.78,81.98,0,
2026-05-23T01:30,EQ-002,75.72,2.651,0,968.4,239.78,68.02,92.28,0,
2026-05-23T01:45,EQ-002,73.81,2.7,0,968.4,268.56,70.57,54.3,0,
2026-05-23T02:00,EQ-002,75.6,2.64,0,943.5,246.91,64.04,61.53,0,
2026-05-23T02:15,EQ-002,72.08,2.583,0,959.9,253.84,65.79,74.6,0,
2026-05-23T02:30,EQ-002,68.5,2.923,0,982.6,253.3,54.96,47.22,0,
2026-05-23T02:45,EQ-002,72.58,2.87,0,957.9,263.11,61.58,66.58,0,
2026-05-23T03:00,EQ-002,72.4,2.961,0,978.5,242.56,63.48,52.75,0,
2026-05-23T03:15,EQ-002,75.65,3.054,0,971.9,253.5,63.14,69.6,0,
2026-05-23T03:30,EQ-002,71.56,2.718,0,953.2,260.27,67.0,69.79,0,
2026-05-23T03:45,EQ-002,71.51,2.598,0,962.5,271.58,63.98,70.57,0,
2026-05-23T04:00,EQ-002,78.13,2.839,0,970.4,259.7,65.36,53.71,0,
2026-05-23T04:15,EQ-002,74.39,3.016,0,948.1,262.82,68.73,66.11,0,
2026-05-23T04:30,EQ-002,75.41,2.91,0,955.6,254.48,66.97,81.44,0,
2026-05-23T04:45,EQ-002,71.73,3.115,0,986.3,261.52,67.98,99.81,0,
2026-05-23T05:00,EQ-002,72.75,2.902,0,969.2,258.25,65.96,83.25,0,
2026-05-23T05:15,EQ-002,76.0,2.853,0,953.2,272.65,61.02,69.99,0,
2026-05-23T05:30,EQ-002,75.43,2.75,0,967.9,270.31,67.63,68.41,0,
2026-05-23T05:45,EQ-002,76.87,2.679,0,978.0,251.5,65.57,70.38,0,
2026-05-23T06:00,EQ-002,73.1,2.275,0,952.3,266.24,71.33,72.51,0,
2026-05-23T06:15,EQ-002,75.37,3.058,0,968.8,262.67,67.06,69.03,0,
2026-05-23T06:30,EQ-002,74.74,2.808,0,939.4,263.66,68.38,85.19,0,
2026-05-23T06:45,EQ-002,74.44,2.46,0,950.3,252.57,66.36,65.81,0,
2026-05-23T07:00,EQ-002,71.86,2.518,0,943.6,248.02,63.96,70.45,0,
2026-05-23T07:15,EQ-002,71.15,2.991,0,967.2,271.63,65.07,73.55,0,
2026-05-23T07:30,EQ-002,72.63,3.304,0,957.6,262.13,61.63,75.69,0,
2026-05-23T07:45,EQ-002,78.32,3.035,0,979.7,260.91,69.53,67.29,0,
2026-05-23T08:00,EQ-002,72.91,2.947,0,971.2,261.36,66.88,45.4,0,
2026-05-23T08:15,EQ-002,72.93,2.794,0,1000.2,266.33,62.91,71.08,0,
2026-05-23T08:30,EQ-002,72.97,2.958,0,947.4,263.48,67.95,53.59,0,
2026-05-23T08:45,EQ-002,77.08,3.05,0,964.9,250.54,67.66,94.94,0,
2026-05-23T09:00,EQ-002,70.82,2.861,0,962.2,265.07,58.73,70.52,0,
2026-05-23T09:15,EQ-002,74.51,3.209,0,949.8,264.3,63.08,53.49,0,
2026-05-23T09:30,EQ-002,73.59,3.203,0,949.9,259.12,63.69,74.97,0,
2026-05-23T09:45,EQ-002,75.48,2.961,0,950.8,271.88,68.31,64.81,0,
2026-05-23T10:00,EQ-002,78.75,2.72,0,967.2,264.28,64.88,94.34,0,
2026-05-23T10:15,EQ-002,77.57,2.816,0,950.8,266.21,64.68,99.43,0,
2026-05-23T10:30,EQ-002,73.91,1.816,0,983.7,276.96,55.15,88.3,0,
2026-05-23T10:45,EQ-002,72.81,3.008,0,976.2,266.23,62.48,67.91,0,
2026-05-23T11:00,EQ-002,70.84,2.861,0,963.0,249.87,66.18,67.14,0,
2026-05-23T11:15,EQ-002,75.1,2.208,0,931.8,251.91,64.87,59.04,0,
2026-05-23T11:30,EQ-002,74.53,2.934,0,962.5,262.96,62.7,76.54,0,
2026-05-23T11:45,EQ-002,74.9,2.869,0,976.4,260.42,74.64,57.48,0,
2026-05-23T12:00,EQ-002,73.91,3.257,0,957.6,267.86,71.83,76.23,0,
2026-05-23T12:15,EQ-002,71.79,2.678,0,941.2,251.14,66.18,83.78,0,
2026-05-23T12:30,EQ-002,73.36,3.392,0,941.2,255.8,58.45,58.31,0,
2026-05-23T12:45,EQ-002,75.82,2.58,0,974.3,246.38,61.67,76.5,0,
2026-05-23T13:00,EQ-002,71.28,2.971,0,947.5,249.27,67.25,59.04,0,
2026-05-23T13:15,EQ-002,72.88,2.633,0,967.4,257.8,72.4,70.88,0,
2026-05-23T13:30,EQ-002,74.21,2.67,0,987.4,234.39,59.23,72.98,0,
2026-05-23T13:45,EQ-002,76.49,2.765,0,930.7,242.57,63.36,59.21,0,
2026-05-23T14:00,EQ-002,70.66,3.159,0,956.6,274.35,65.66,59.86,0,
2026-05-23T14:15,EQ-002,76.13,2.034,0,966.4,271.93,65.62,74.67,0,
2026-05-23T14:30,EQ-002,71.65,2.929,0,963.2,257.37,69.8,85.08,0,
2026-05-23T14:45,EQ-002,71.55,2.951,0,950.0,261.8,65.66,65.42,0,
2026-05-23T15:00,EQ-002,70.04,2.636,0,969.9,230.38,64.85,77.58,0,
2026-05-23T15:15,EQ-002,72.36,2.585,0,966.0,264.59,68.36,64.55,0,
2026-05-23T15:30,EQ-002,78.02,2.873,0,925.4,250.59,73.13,72.82,0,
2026-05-23T15:45,EQ-002,71.46,2.662,0,947.6,261.74,59.52,69.7,0,
2026-05-23T16:00,EQ-002,78.98,2.792,0,986.3,262.93,60.56,76.4,0,
2026-05-23T16:15,EQ-002,73.89,2.99,0,964.0,250.65,73.06,78.62,0,
2026-05-23T16:30,EQ-002,72.58,2.347,0,965.0,257.26,63.4,61.78,0,
2026-05-23T16:45,EQ-002,73.19,2.899,0,967.4,242.78,66.03,60.5,0,
2026-05-23T17:00,EQ-002,73.46,2.253,0,950.7,269.26,64.78,87.16,0,
2026-05-23T17:15,EQ-002,78.4,2.585,0,966.6,277.83,56.25,83.99,0,
2026-05-23T17:30,EQ-002,73.39,3.032,0,963.8,251.81,64.58,68.06,0,
2026-05-23T17:45,EQ-002,73.97,2.788,0,966.2,256.11,64.11,67.82,0,
2026-05-23T18:00,EQ-002,75.33,2.517,0,955.0,265.64,62.73,76.99,0,
2026-05-23T18:15,EQ-002,71.7,2.738,0,950.7,279.64,61.37,67.96,0,
2026-05-23T18:30,EQ-002,74.67,2.952,0,970.0,264.98,66.13,65.06,0,
2026-05-23T18:45,EQ-002,73.98,2.745,0,977.1,266.64,68.9,64.79,0,
2026-05-23T19:00,EQ-002,75.82,2.689,0,963.0,249.67,61.45,72.25,0,
2026-05-23T19:15,EQ-002,83.75,8.636,0,972.8,251.74,70.52,74.72,1,FM-001
2026-05-23T19:30,EQ-002,79.64,9.379,0,981.5,264.01,65.85,70.65,1,FM-001
2026-05-23T19:45,EQ-002,80.25,7.143,0,937.1,261.44,70.89,80.73,1,FM-001
2026-05-23T20:00,EQ-002,80.92,7.384,0,972.6,246.09,68.15,61.17,1,FM-001
2026-05-23T20:15,EQ-002,77.73,8.334,0,963.3,265.83,65.88,76.83,1,FM-001
2026-05-23T20:30,EQ-002,83.32,8.231,0,937.2,238.94,71.14,72.82,1,FM-001
2026-05-23T20:45,EQ-002,76.92,8.05,0,956.0,254.54,68.29,79.19,1,FM-001
2026-05-23T21:00,EQ-002,88.82,7.03,0,968.3,265.06,62.09,71.96,1,FM-001
2026-05-23T21:15,EQ-002,82.85,6.659,0,975.5,251.05,62.83,93.46,1,FM-001
2026-05-23T21:30,EQ-002,70.13,2.894,0,970.2,247.75,56.59,56.03,0,
2026-05-23T21:45,EQ-002,77.76,3.101,0,958.7,254.91,61.41,77.37,0,
2026-05-23T22:00,EQ-002,73.44,3.137,0,962.0,265.65,65.3,71.94,0,
2026-05-23T22:15,EQ-002,73.68,2.283,0,968.4,243.49,81.92,72.62,0,
2026-05-23T22:30,EQ-002,72.05,2.958,0,944.9,273.3,74.69,71.75,0,
2026-05-23T22:45,EQ-002,73.54,2.576,0,1000.4,259.24,61.18,83.2,0,
2026-05-23T23:00,EQ-002,77.74,3.035,0,943.7,260.03,68.09,85.21,0,
2026-05-23T23:15,EQ-002,76.19,2.614,0,974.5,263.07,67.64,69.23,0,
2026-05-23T23:30,EQ-002,75.08,3.059,0,925.4,252.94,64.85,81.17,0,
2026-05-23T23:45,EQ-002,73.77,2.644,0,966.5,257.23,79.59,65.85,0,
2026-05-24T00:00,EQ-002,70.17,2.183,0,943.5,254.9,52.85,46.35,0,
2026-05-24T00:15,EQ-002,76.54,3.129,0,955.8,257.74,58.08,66.52,0,
2026-05-24T00:30,EQ-002,76.96,2.538,0,953.7,266.17,58.32,90.58,0,
2026-05-24T00:45,EQ-002,75.63,2.797,0,972.7,261.02,71.61,69.06,0,
2026-05-24T01:00,EQ-002,74.56,2.596,0,968.9,271.81,73.49,76.96,0,
2026-05-24T01:15,EQ-002,72.54,2.466,0,960.4,259.22,75.51,81.65,0,
2026-05-24T01:30,EQ-002,71.65,2.402,0,963.1,253.23,57.14,75.58,0,
2026-05-24T01:45,EQ-002,77.59,2.212,0,984.0,259.87,58.08,85.98,0,
2026-05-24T02:00,EQ-002,71.61,3.112,0,976.2,258.26,66.25,72.29,0,
2026-05-24T02:15,EQ-002,76.82,3.416,0,964.5,258.48,66.86,82.66,0,
2026-05-24T02:30,EQ-002,72.74,2.994,0,945.2,257.48,74.67,51.62,0,
2026-05-24T02:45,EQ-002,75.22,2.588,0,965.3,254.87,72.91,81.47,0,
2026-05-24T03:00,EQ-002,72.91,2.741,0,954.3,267.25,61.94,66.21,0,
2026-05-24T03:15,EQ-002,75.0,2.515,0,977.2,256.68,57.28,68.37,0,
2026-05-24T03:30,EQ-002,72.32,3.117,0,973.1,247.19,69.5,67.64,0,
2026-05-24T03:45,EQ-002,71.59,3.311,0,954.5,240.88,69.84,42.75,0,
2026-05-24T04:00,EQ-002,72.41,2.468,0,979.4,267.11,67.82,56.65,0,
2026-05-24T04:15,EQ-002,71.84,3.12,0,967.3,247.21,62.58,82.04,0,
2026-05-24T04:30,EQ-002,74.55,2.854,0,993.5,260.55,68.79,70.77,0,
2026-05-24T04:45,EQ-002,71.78,3.025,0,951.6,258.26,62.65,64.38,0,
2026-05-24T05:00,EQ-002,73.71,2.49,0,952.2,262.1,67.46,79.61,0,
2026-05-24T05:15,EQ-002,73.05,2.462,0,959.1,256.96,63.84,97.01,0,
2026-05-24T05:30,EQ-002,79.81,2.566,0,948.2,241.68,61.02,93.89,0,
2026-05-24T05:45,EQ-002,73.19,2.844,0,930.6,248.42,61.95,84.93,0,
2026-05-24T06:00,EQ-002,72.19,3.03,0,942.1,277.03,64.51,55.3,0,
2026-05-24T06:15,EQ-002,76.18,2.852,0,973.1,256.64,65.05,83.76,0,
2026-05-24T06:30,EQ-002,71.53,3.545,0,929.4,264.07,69.19,68.68,0,
2026-05-24T06:45,EQ-002,73.25,2.799,0,970.5,265.21,64.03,67.15,0,
2026-05-24T07:00,EQ-002,76.72,2.79,0,958.0,253.0,65.26,68.6,0,
2026-05-24T07:15,EQ-002,77.07,2.427,0,952.7,249.6,67.54,85.82,0,
2026-05-24T07:30,EQ-002,73.53,2.287,0,956.8,261.53,69.9,71.01,0,
2026-05-24T07:45,EQ-002,74.11,2.927,0,973.9,253.21,69.6,65.51,0,
2026-05-24T08:00,EQ-002,71.72,2.465,0,964.0,259.27,62.01,64.34,0,
2026-05-24T08:15,EQ-002,72.06,3.376,0,970.2,274.46,58.46,63.29,0,
2026-05-24T08:30,EQ-002,72.26,2.786,0,943.8,277.26,65.97,69.73,0,
2026-05-24T08:45,EQ-002,76.16,2.725,0,948.1,256.54,60.4,66.31,0,
2026-05-24T09:00,EQ-002,71.95,2.698,0,950.5,254.16,69.33,71.87,0,
2026-05-24T09:15,EQ-002,76.77,2.801,0,957.7,261.28,78.61,83.67,0,
2026-05-24T09:30,EQ-002,76.09,3.126,0,943.2,258.25,60.61,97.01,0,
2026-05-24T09:45,EQ-002,71.41,2.884,0,964.1,248.17,74.64,65.26,0,
2026-05-24T10:00,EQ-002,75.13,2.762,0,953.8,271.12,62.49,97.95,0,
2026-05-24T10:15,EQ-002,76.31,2.291,0,944.2,262.63,69.82,85.18,0,
2026-05-24T10:30,EQ-002,74.53,2.318,0,932.4,257.86,67.93,64.98,0,
2026-05-24T10:45,EQ-002,75.47,2.216,0,974.4,252.65,63.01,80.75,0,
2026-05-24T11:00,EQ-002,74.79,2.606,0,941.9,256.83,57.73,80.69,0,
2026-05-24T11:15,EQ-002,67.46,3.045,0,962.0,253.84,68.52,40.93,0,
2026-05-24T11:30,EQ-002,70.26,2.983,0,966.0,255.81,57.05,64.74,0,
2026-05-24T11:45,EQ-002,77.62,3.1,0,956.2,255.49,65.68,85.95,0,
2026-05-24T12:00,EQ-002,73.25,3.012,0,936.4,260.03,69.8,69.25,0,
2026-05-24T12:15,EQ-002,72.65,2.675,0,961.5,254.57,56.8,55.45,0,
2026-05-24T12:30,EQ-002,75.24,2.977,0,950.5,256.11,64.5,66.89,0,
2026-05-24T12:45,EQ-002,76.1,2.463,0,950.0,237.73,64.48,57.66,0,
2026-05-24T13:00,EQ-002,73.2,2.959,0,963.3,250.41,62.19,95.85,0,
2026-05-24T13:15,EQ-002,74.39,2.814,0,983.2,251.88,67.54,57.45,0,
2026-05-24T13:30,EQ-002,74.27,1.66,0,957.6,275.67,63.01,61.72,0,
2026-05-24T13:45,EQ-002,72.21,3.073,0,942.2,250.95,58.46,76.35,0,
2026-05-24T14:00,EQ-002,70.6,3.474,0,936.9,247.66,62.53,50.01,0,
2026-05-24T14:15,EQ-002,77.83,3.053,0,986.2,266.72,57.45,70.08,0,
2026-05-24T14:30,EQ-002,75.88,2.93,0,946.2,246.85,69.9,65.68,0,
2026-05-24T14:45,EQ-002,76.97,2.979,0,949.0,250.35,72.31,73.25,0,
2026-05-24T15:00,EQ-002,74.85,2.677,0,941.7,268.39,67.57,99.84,0,
2026-05-24T15:15,EQ-002,75.31,2.588,0,963.2,272.64,62.86,64.5,0,
2026-05-24T15:30,EQ-002,69.93,2.878,0,923.7,260.75,56.6,59.56,0,
2026-05-24T15:45,EQ-002,74.13,3.252,0,976.8,272.65,68.7,70.3,0,
2026-05-24T16:00,EQ-002,75.44,2.512,0,955.1,260.35,66.31,84.54,0,
2026-05-24T16:15,EQ-002,72.19,3.176,0,959.5,265.71,65.01,56.22,0,
2026-05-24T16:30,EQ-002,72.98,3.294,0,949.9,247.53,63.03,94.97,0,
2026-05-24T16:45,EQ-002,74.1,2.824,0,941.1,241.76,69.33,79.15,0,
2026-05-24T17:00,EQ-002,74.04,2.834,0,962.3,255.53,62.16,63.75,0,
2026-05-24T17:15,EQ-002,71.5,3.138,0,958.9,259.6,65.11,74.34,0,
2026-05-24T17:30,EQ-002,70.79,2.693,0,947.4,255.02,61.26,61.15,0,
2026-05-24T17:45,EQ-002,70.55,3.066,0,944.2,257.27,65.09,80.49,0,
2026-05-24T18:00,EQ-002,78.11,2.879,0,970.3,246.95,70.03,70.4,0,
2026-05-24T18:15,EQ-002,76.71,3.078,0,959.6,248.27,67.84,103.42,0,
2026-05-24T18:30,EQ-002,71.54,2.829,0,981.1,260.4,58.97,50.92,0,
2026-05-24T18:45,EQ-002,72.67,2.994,0,963.0,261.09,67.17,55.94,0,
2026-05-24T19:00,EQ-002,74.99,2.16,0,973.9,265.76,67.87,94.87,0,
2026-05-24T19:15,EQ-002,72.84,2.886,0,961.1,258.41,66.44,56.51,0,
2026-05-24T19:30,EQ-002,74.54,2.751,0,967.1,252.68,73.07,77.64,0,
2026-05-24T19:45,EQ-002,73.65,3.57,0,965.1,247.19,53.54,72.24,0,
2026-05-24T20:00,EQ-002,73.88,1.98,0,955.9,259.46,70.39,84.69,0,
2026-05-24T20:15,EQ-002,72.37,2.651,0,975.7,260.4,70.07,72.49,0,
2026-05-24T20:30,EQ-002,70.4,2.741,0,957.2,256.12,63.57,50.37,0,
2026-05-24T20:45,EQ-002,76.77,3.122,0,955.4,266.66,66.45,84.5,0,
2026-05-24T21:00,EQ-002,79.72,2.693,0,966.0,252.09,58.98,97.43,0,
2026-05-24T21:15,EQ-002,70.09,2.717,0,964.2,279.22,70.59,60.48,0,
2026-05-24T21:30,EQ-002,72.35,2.621,0,969.7,259.83,58.43,67.22,0,
2026-05-24T21:45,EQ-002,77.3,3.004,0,963.5,246.69,62.24,80.59,0,
2026-05-24T22:00,EQ-002,70.84,2.766,0,949.7,261.06,61.27,70.73,0,
2026-05-24T22:15,EQ-002,72.25,2.457,0,967.9,261.7,63.91,58.33,0,
2026-05-24T22:30,EQ-002,69.47,3.032,0,945.3,280.48,60.95,55.52,0,
2026-05-24T22:45,EQ-002,71.0,2.928,0,933.3,267.15,65.36,86.4,0,
2026-05-24T23:00,EQ-002,67.85,2.389,0,954.5,256.46,72.24,45.24,0,
2026-05-24T23:15,EQ-002,73.48,2.987,0,965.6,261.12,72.64,70.45,0,
2026-05-24T23:30,EQ-002,72.71,2.421,0,944.7,258.71,65.21,64.01,0,
2026-05-24T23:45,EQ-002,74.73,2.084,0,958.2,250.53,65.81,62.44,0,
2026-05-25T00:00,EQ-002,74.72,2.686,0,969.1,262.23,62.9,70.08,0,
2026-05-25T00:15,EQ-002,71.94,3.152,0,965.4,241.03,68.02,77.96,0,
2026-05-25T00:30,EQ-002,72.74,3.409,0,958.0,265.11,59.1,54.59,0,
2026-05-25T00:45,EQ-002,70.19,2.886,0,956.4,275.33,76.01,54.72,0,
2026-05-25T01:00,EQ-002,74.8,2.716,0,961.4,242.63,64.82,83.39,0,
2026-05-25T01:15,EQ-002,77.81,3.163,0,961.2,251.32,69.02,79.71,0,
2026-05-25T01:30,EQ-002,72.96,2.629,0,951.1,247.44,60.78,54.64,0,
2026-05-25T01:45,EQ-002,76.23,2.802,0,943.9,263.94,69.73,77.22,0,
2026-05-25T02:00,EQ-002,71.95,3.313,0,952.9,274.24,69.64,60.07,0,
2026-05-25T02:15,EQ-002,75.85,2.832,0,946.6,254.63,51.84,66.22,0,
2026-05-25T02:30,EQ-002,77.46,2.992,0,944.1,269.14,64.53,65.07,0,
2026-05-25T02:45,EQ-002,70.42,3.233,0,954.0,264.85,65.73,68.48,0,
2026-05-25T03:00,EQ-002,70.77,2.812,0,953.3,272.92,70.29,40.62,0,
2026-05-25T03:15,EQ-002,73.48,2.878,0,988.6,270.3,67.51,62.26,0,
2026-05-25T03:30,EQ-002,76.09,3.306,0,959.1,269.99,66.91,68.88,0,
2026-05-25T03:45,EQ-002,70.88,3.279,0,961.1,265.01,72.79,98.19,0,
2026-05-25T04:00,EQ-002,75.84,2.862,0,975.1,258.09,62.01,97.73,0,
2026-05-25T04:15,EQ-002,73.03,2.562,0,964.7,247.86,59.12,56.56,0,
2026-05-25T04:30,EQ-002,73.5,2.54,0,933.9,262.34,58.53,82.23,0,
2026-05-25T04:45,EQ-002,77.27,2.944,0,954.8,261.38,59.56,72.66,0,
2026-05-25T05:00,EQ-002,75.22,3.032,0,951.1,247.43,66.13,65.98,0,
2026-05-25T05:15,EQ-002,74.17,2.955,0,976.9,263.13,61.99,78.65,0,
2026-05-25T05:30,EQ-002,75.99,2.486,0,933.7,262.74,66.71,77.18,0,
2026-05-25T05:45,EQ-002,76.77,2.515,0,938.1,256.56,57.55,84.22,0,
2026-05-25T06:00,EQ-002,73.64,3.612,0,945.7,259.94,70.2,82.66,0,
2026-05-25T06:15,EQ-002,69.54,3.295,0,959.7,275.61,66.17,82.96,0,
2026-05-25T06:30,EQ-002,78.21,2.222,0,964.6,260.21,57.29,48.88,0,
2026-05-25T06:45,EQ-002,74.14,3.026,0,959.5,270.24,69.79,67.01,0,
2026-05-25T07:00,EQ-002,77.29,2.685,0,984.3,258.5,61.98,79.32,0,
2026-05-25T07:15,EQ-002,74.34,2.26,0,958.5,271.86,58.7,80.98,0,
2026-05-25T07:30,EQ-002,73.25,2.827,0,978.9,263.12,63.35,77.12,0,
2026-05-25T07:45,EQ-002,73.15,2.714,0,963.9,253.96,64.27,61.58,0,
2026-05-25T08:00,EQ-002,72.08,3.029,0,955.0,259.94,65.42,56.5,0,
2026-05-25T08:15,EQ-002,73.39,2.837,0,969.6,270.61,61.98,81.28,0,
2026-05-25T08:30,EQ-002,74.01,2.45,0,934.7,289.83,65.82,64.32,0,
2026-05-25T08:45,EQ-002,70.62,3.115,0,955.9,275.78,70.53,52.86,0,
2026-05-25T09:00,EQ-002,72.27,2.713,0,954.8,270.21,71.56,51.44,0,
2026-05-25T09:15,EQ-002,75.24,3.004,0,975.9,267.53,62.61,61.39,0,
2026-05-25T09:30,EQ-002,76.73,2.697,0,973.6,254.98,59.41,67.23,0,
2026-05-25T09:45,EQ-002,72.86,2.912,0,978.3,267.73,59.95,83.3,0,
2026-05-25T10:00,EQ-002,77.41,2.631,0,950.3,239.25,67.11,79.76,0,
2026-05-25T10:15,EQ-002,75.7,2.591,0,966.5,265.18,61.66,74.03,0,
2026-05-25T10:30,EQ-002,75.8,2.767,0,922.3,270.27,72.0,86.13,0,
2026-05-25T10:45,EQ-002,75.63,3.034,0,952.1,278.51,67.84,72.8,0,
2026-05-25T11:00,EQ-002,78.23,2.345,0,960.0,252.5,61.08,66.26,0,
2026-05-25T11:15,EQ-002,74.78,2.657,0,951.7,262.76,64.98,81.95,0,
2026-05-25T11:30,EQ-002,74.06,2.951,0,958.0,244.85,69.49,76.32,0,
2026-05-25T11:45,EQ-002,74.04,3.22,0,956.8,254.07,68.32,37.83,0,
2026-05-25T12:00,EQ-002,77.24,2.493,0,957.3,242.21,57.43,91.45,0,
2026-05-25T12:15,EQ-002,74.17,3.058,0,951.8,260.42,62.66,79.13,0,
2026-05-25T12:30,EQ-002,74.92,2.715,0,961.7,257.88,56.44,83.25,0,
2026-05-25T12:45,EQ-002,70.2,2.856,0,951.1,259.11,65.35,71.66,0,
2026-05-25T13:00,EQ-002,74.04,3.017,0,966.8,256.29,62.18,69.86,0,
2026-05-25T13:15,EQ-002,71.87,3.269,0,947.6,264.33,63.31,80.69,0,
2026-05-25T13:30,EQ-002,74.67,3.143,0,962.1,246.98,65.33,70.08,0,
2026-05-25T13:45,EQ-002,75.86,3.415,0,948.1,262.49,66.59,65.8,0,
2026-05-25T14:00,EQ-002,76.57,3.037,0,953.9,274.31,59.8,56.54,0,
2026-05-25T14:15,EQ-002,72.21,2.768,0,932.1,264.13,65.17,61.22,0,
2026-05-25T14:30,EQ-002,78.32,2.573,0,937.7,252.5,61.76,98.95,0,
2026-05-25T14:45,EQ-002,77.7,3.118,0,962.1,262.34,64.47,81.33,0,
2026-05-25T15:00,EQ-002,74.12,2.795,0,973.1,273.77,61.89,59.41,0,
2026-05-25T15:15,EQ-002,71.53,3.137,0,967.7,260.64,60.31,74.51,0,
2026-05-25T15:30,EQ-002,79.16,6.431,0,950.1,254.07,64.03,71.56,1,FM-001
2026-05-25T15:45,EQ-002,82.43,7.477,0,992.8,263.26,63.87,85.34,1,FM-001
2026-05-25T16:00,EQ-002,75.16,6.352,0,952.9,271.85,56.59,46.28,1,FM-001
2026-05-25T16:15,EQ-002,79.17,4.774,0,965.5,268.89,66.26,77.39,1,FM-001
2026-05-25T16:30,EQ-002,78.64,5.568,0,940.5,261.62,71.73,79.0,1,FM-001
2026-05-25T16:45,EQ-002,78.49,5.631,0,977.7,263.88,68.31,93.11,1,FM-001
2026-05-25T17:00,EQ-002,83.05,7.272,0,959.6,281.96,68.23,88.45,1,FM-001
2026-05-25T17:15,EQ-002,79.3,5.121,0,966.9,248.54,61.2,79.97,1,FM-001
2026-05-25T17:30,EQ-002,73.66,5.861,0,961.2,270.55,65.85,73.0,1,FM-001
2026-05-25T17:45,EQ-002,79.67,5.181,0,943.1,268.73,66.27,54.21,1,FM-001
2026-05-25T18:00,EQ-002,72.19,2.473,0,935.1,255.01,61.18,72.26,0,
2026-05-25T18:15,EQ-002,75.24,2.079,0,948.9,253.78,65.64,83.14,0,
2026-05-25T18:30,EQ-002,74.59,2.795,0,971.1,253.22,63.41,75.96,0,
2026-05-25T18:45,EQ-002,74.87,3.387,0,984.1,260.89,64.44,75.92,0,
2026-05-25T19:00,EQ-002,75.93,2.384,0,973.4,251.63,64.9,75.07,0,
2026-05-25T19:15,EQ-002,74.25,2.615,0,945.2,262.26,69.03,84.37,0,
2026-05-25T19:30,EQ-002,76.03,2.775,0,961.0,266.88,68.75,69.77,0,
2026-05-25T19:45,EQ-002,69.88,3.17,0,939.4,259.51,67.82,69.16,0,
2026-05-25T20:00,EQ-002,71.75,2.948,0,976.3,263.63,71.92,56.81,0,
2026-05-25T20:15,EQ-002,76.31,2.933,0,939.0,252.73,62.91,56.19,0,
2026-05-25T20:30,EQ-002,76.37,2.826,0,952.9,270.37,65.57,66.08,0,
2026-05-25T20:45,EQ-002,72.11,3.134,0,957.8,255.93,60.07,73.75,0,
2026-05-25T21:00,EQ-002,69.58,3.025,0,956.0,259.35,59.73,42.74,0,
2026-05-25T21:15,EQ-002,74.61,2.607,0,962.0,266.67,59.52,59.18,0,
2026-05-25T21:30,EQ-002,75.73,2.592,0,967.5,243.51,58.46,72.09,0,
2026-05-25T21:45,EQ-002,71.89,2.845,0,969.7,239.56,55.28,50.27,0,
